Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
9/6/22,BioBot,Municipal,Pittsfield WWTP,Detected,821357.8354,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
9/28/21,BioBot,Municipal,Brockton/ Abington,Detected,562847.2144,3,copies/L,Brockton,MA,Plymouth,1/5/23
2/24/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,396200.7573,1,copies/L,Chicopee,MA,Hampden,1/5/23
1/7/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,6104643.756,4,copies/L,Salem,MA,Essex,1/5/23
4/15/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,615708.064,3,copies/L,Salem,MA,Essex,1/5/23
12/18/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1750792.188,4,copies/L,Worcester,MA,Worcester,1/5/23
6/18/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,608155.4852,4,copies/L,Salem,MA,Essex,1/5/23
8/10/22,BioBot,Municipal,Billerica Treatment Plant,Detected,899284.7429,2,copies/L,Billerica,MA,Middlesex,1/5/23
8/16/22,BioBot,Municipal,Douglas WWTP,Detected,341011.8207,2,copies/L,East Douglas,MA,Worcester,1/5/23
12/4/22,BioBot,Municipal,Brockton/ Abington,Detected,2148444.859,4,copies/L,Brockton,MA,Plymouth,1/5/23
7/2/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,966725.6837,4,copies/L,Salem,MA,Essex,1/5/23
12/14/22,BioBot,Municipal,Chicopee WPC,Detected,913630.7898,1,copies/L,Chicopee,MA,Hampden,1/5/23
7/20/22,BioBot,Municipal,Grafton Headworks,Detected,2521433.165,2,copies/L,South Grafton,MA,Middlesex,1/5/23
6/1/21,BioBot,Municipal,Surfside WTF,Not Detected,0,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/7/20,BioBot,Municipal,South Hadley Div. of WPC,Detected,271324.6282,1,copies/L,Chicopee,MA,Hampden,1/5/23
11/3/22,BioBot,Municipal,Leominster Headworks,Detected,656658.5315,2,copies/L,Leominster,MA,Worcester,1/5/23
11/22/22,BioBot,Municipal,Surfside WTF,Detected,786482.0154,1,copies/L,Nantucket,MA,Nantucket,1/5/23
7/19/21,BioBot,Municipal,Haverhill WWTP,Detected,26435.66745,2,copies/L,Haverhill,MA,Essex,1/5/23
4/20/22,BioBot,Municipal,Billerica Treatment Plant,Detected,913077.9694,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/1/22,BioBot,Municipal,Athol WWTP,Detected,673325.4212,3,copies/L,Athol,MA,Worcester,1/5/23
7/31/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1017183.793,1,copies/L,Provincetown,MA,Barnstable,1/5/23
12/12/22,BioBot,Municipal,MFN Regional Wastewater District,Detected,919481.7796,2,copies/L,Norton,MA,Bristol,1/5/23
12/27/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,2650365.859,4,copies/L,Salem,MA,Essex,1/5/23
1/7/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,3310731.242,3,copies/L,Chicopee,MA,Hampden,1/5/23
5/23/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,941242.6967,4,copies/L,Salem,MA,Essex,1/5/23
6/28/22,BioBot,Municipal,Amherst WWTP,Detected,567630.0112,4,copies/L,Hadley,MA,Hampshire,1/5/23
10/31/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1042769.028,3,copies/L,North Andover,MA,Essex,1/5/23
1/4/21,BioBot,Municipal,Surfside WTF,Detected,1967113.278,1,copies/L,Nantucket,MA,Nantucket,1/5/23
8/27/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1139951.102,2,copies/L,Salem,MA,Essex,1/5/23
5/15/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1729745.188,4,copies/L,North Andover,MA,Essex,1/5/23
8/7/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1489723.734,4,copies/L,Worcester,MA,Worcester,1/5/23
11/7/22,BioBot,Municipal,Uxbridge WWTF,Detected,1117213.653,3,copies/L,Uxbridge,MA,Worcester,1/5/23
11/23/22,BioBot,Municipal,Sunderland WWTP,Detected,290702.2157,1,copies/L,Sunderland,MA,Franklin,1/5/23
12/25/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,2024074.09,4,copies/L,Salem,MA,Essex,1/5/23
7/21/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,234343.239,2,copies/L,Worcester,MA,Worcester,1/5/23
11/29/22,BioBot,Municipal,North Brookfield WWTP,Detected,92173.99653,1,copies/L,North Brookfield,MA,Worcester,1/5/23
7/12/21,BioBot,Municipal,Wareham WPCF,Detected,73280.51762,3,copies/L,Wareham,MA,Plymouth,1/5/23
11/23/22,BioBot,Municipal,S.Deerfield WWTP,Detected,367712.9603,3,copies/L,Deerfield,MA,Franklin,1/5/23
12/8/22,BioBot,Municipal,Douglas WWTP,Detected,996551.1103,2,copies/L,East Douglas,MA,Worcester,1/5/23
5/17/21,BioBot,Municipal,MWRA Northern,Detected,53041.39617,6,copies/L,Winthrop,MA,Suffolk,1/5/23
5/17/21,BioBot,Municipal,MWRA Northern,Detected,50623.25663,6,copies/L,Winthrop,MA,Suffolk,1/5/23
11/13/22,BioBot,Municipal,Brockton/ Abington,Detected,816845.8708,4,copies/L,Brockton,MA,Plymouth,1/5/23
3/20/22,BioBot,Municipal,Haverhill WWTP,Detected,134899.4296,3,copies/L,Haverhill,MA,Essex,1/5/23
10/11/22,BioBot,Municipal,Surfside WTF,Detected,1170489.378,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/13/21,BioBot,Municipal,Surfside WTF,Detected,892530.8113,1,copies/L,Nantucket,MA,Nantucket,1/5/23
9/9/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1091823.978,4,copies/L,Chicopee,MA,Hampden,1/5/23
3/13/21,BioBot,Municipal,Surfside WTF,Detected,246887.6623,2,copies/L,Nantucket,MA,Nantucket,1/5/23
5/15/22,BioBot,Municipal,Brockton/ Abington,Detected,1106259.631,4,copies/L,Brockton,MA,Plymouth,1/5/23
7/5/22,BioBot,Municipal,Pittsfield WWTP,Detected,499590.0839,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
5/25/21,BioBot,Municipal,Pittsfield WWTP,Detected,6618.164446,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
4/6/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,294059.0358,3,copies/L,Plymouth,MA,Plymouth,1/5/23
10/12/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1688718.373,4,copies/L,Salem,MA,Essex,1/5/23
10/3/22,BioBot,Municipal,Fall River WWTP,Detected,707004.2056,3,copies/L,Fall River,MA,Bristol,1/5/23
10/24/22,BioBot,Municipal,Pittsfield WWTP,Detected,1661825.738,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
6/28/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,49213.8752,2,copies/L,North Andover,MA,Essex,1/5/23
9/15/21,BioBot,Municipal,Pittsfield WWTP,Detected,439977.6221,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/22/22,BioBot,Municipal,Greenfield WPCF,Detected,736912.3543,2,copies/L,Greenfield,MA,Franklin,1/5/23
1/2/22,BioBot,Municipal,Brockton/ Abington,Detected,7860572.914,2,copies/L,Brockton,MA,Plymouth,1/5/23
8/31/20,BioBot,Municipal,Surfside WTF,Detected,35843.13743,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/12/22,BioBot,Municipal,Pittsfield WWTP,Detected,1214441.518,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
6/2/20,BioBot,Municipal,Wareham WPCF,Detected,99400.5113,1,copies/L,Wareham,MA,Plymouth,1/5/23
4/4/22,BioBot,Municipal,Pittsfield WWTP,Detected,316977.9414,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
2/1/21,BioBot,Municipal,Surfside WTF,Detected,123306.4971,1,copies/L,Nantucket,MA,Nantucket,1/5/23
5/3/21,BioBot,Municipal,Surfside WTF,Detected,196926.857,2,copies/L,Nantucket,MA,Nantucket,1/5/23
9/13/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1415206.128,1,copies/L,Provincetown,MA,Barnstable,1/5/23
11/16/22,BioBot,Municipal,Montague Clean Water Facility,Detected,911272.9042,1,copies/L,Montague,MA,Franklin,1/5/23
4/18/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,851774.4902,3,copies/L,North Andover,MA,Essex,1/5/23
10/11/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,861519.3985,2,copies/L,Worcester,MA,Worcester,1/5/23
2/19/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,100887.3848,3,copies/L,Provincetown,MA,Barnstable,1/5/23
4/4/22,BioBot,Municipal,Billerica Treatment Plant,Detected,656173.7381,3,copies/L,Billerica,MA,Middlesex,1/5/23
1/30/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1926575.484,3,copies/L,Worcester,MA,Worcester,1/5/23
7/7/22,BioBot,Municipal,Brockton/ Abington,Detected,2127928.334,3,copies/L,Brockton,MA,Plymouth,1/5/23
5/13/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1549252.095,4,copies/L,Salem,MA,Essex,1/5/23
7/19/21,BioBot,Municipal,Billerica Treatment Plant,Detected,40214.3871,1,copies/L,Billerica,MA,Middlesex,1/5/23
7/5/22,BioBot,Municipal,MWRA Southern,Detected,510493.6655,3,copies/L,Winthrop,MA,Suffolk,1/5/23
6/29/22,BioBot,Municipal,Greenfield WPCF,Detected,579583.2349,1,copies/L,Greenfield,MA,Franklin,1/5/23
3/20/22,BioBot,Municipal,Brockton/ Abington,Detected,220789.0967,3,copies/L,Brockton,MA,Plymouth,1/5/23
8/5/21,BioBot,Municipal,Athol WWTP,Not Detected,0,1,copies/L,Athol,MA,Worcester,1/5/23
12/20/22,BioBot,Municipal,Surfside WTF,Detected,3650970.77,1,copies/L,Nantucket,MA,Nantucket,1/5/23
2/3/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,70080.34146,1,copies/L,Chicopee,MA,Hampden,1/5/23
12/2/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,833866.3429,3,copies/L,Salem,MA,Essex,1/5/23
10/24/22,BioBot,Municipal,Fitchburg Public Works,Detected,1371161.813,4,copies/L,Fitchburg,MA,Worcester,1/5/23
12/27/22,BioBot,Municipal,Pittsfield WWTP,Detected,1341820.963,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/18/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1891393.243,4,copies/L,Salem,MA,Essex,1/5/23
2/13/22,BioBot,Municipal,Brockton/ Abington,Detected,186294.1706,3,copies/L,Brockton,MA,Plymouth,1/5/23
12/27/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,2402755.734,3,copies/L,Plymouth,MA,Plymouth,1/5/23
7/24/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,2455216.57,4,copies/L,Salem,MA,Essex,1/5/23
7/24/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1081375.934,4,copies/L,Worcester,MA,Worcester,1/5/23
3/8/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,124226.5833,4,copies/L,Salem,MA,Essex,1/5/23
10/6/21,BioBot,Municipal,Haverhill WWTP,Detected,849802.3225,3,copies/L,Haverhill,MA,Essex,1/5/23
8/4/22,BioBot,Municipal,Douglas WWTP,Detected,2110983.82,2,copies/L,East Douglas,MA,Worcester,1/5/23
10/17/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1835384.158,3,copies/L,Lowell,MA,Middlesex,1/5/23
6/17/22,BioBot,Municipal,Uxbridge WWTF,Detected,826953.3911,3,copies/L,Uxbridge,MA,Worcester,1/5/23
4/17/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,645036.4035,4,copies/L,Worcester,MA,Worcester,1/5/23
10/31/22,BioBot,Municipal,Wareham WPCF,Detected,955357.7715,4,copies/L,Wareham,MA,Plymouth,1/5/23
4/17/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,731139.2415,4,copies/L,Salem,MA,Essex,1/5/23
9/8/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1588453.022,2,copies/L,Lowell,MA,Middlesex,1/5/23
5/4/21,BioBot,Municipal,Pittsfield WWTP,Detected,44142.43423,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/5/22,BioBot,Municipal,Uxbridge WWTF,Detected,2209894.139,3,copies/L,Uxbridge,MA,Worcester,1/5/23
11/6/22,BioBot,Municipal,Haverhill WWTP,Detected,1096602.592,4,copies/L,Haverhill,MA,Essex,1/5/23
12/3/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,1173092.665,3,copies/L,Chicopee,MA,Hampden,1/5/23
1/19/22,BioBot,Municipal,Billerica Treatment Plant,Detected,2702912.034,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/13/21,BioBot,Municipal,Billerica Treatment Plant,Detected,2733130.962,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/17/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1552072.811,4,copies/L,Salem,MA,Essex,1/5/23
11/11/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,943275.7905,4,copies/L,Salem,MA,Essex,1/5/23
12/11/22,BioBot,Municipal,Haverhill WWTP,Detected,1559292.232,4,copies/L,Haverhill,MA,Essex,1/5/23
12/3/21,BioBot,Municipal,Billerica Treatment Plant,Detected,2611073.736,3,copies/L,Billerica,MA,Middlesex,1/5/23
6/13/22,BioBot,Municipal,Uxbridge WWTF,Detected,1296791.761,3,copies/L,Uxbridge,MA,Worcester,1/5/23
12/8/22,BioBot,Municipal,Pittsfield WWTP,Detected,1599444.189,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
2/14/22,BioBot,Municipal,Surfside WTF,Detected,146869.6743,1,copies/L,Nantucket,MA,Nantucket,1/5/23
3/11/22,BioBot,Municipal,Billerica Treatment Plant,Detected,165762.6604,3,copies/L,Billerica,MA,Middlesex,1/5/23
10/26/22,BioBot,Municipal,Grafton Headworks,Detected,453763.838,2,copies/L,South Grafton,MA,Middlesex,1/5/23
4/1/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,519316.224,4,copies/L,Salem,MA,Essex,1/5/23
8/7/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1115669.224,1,copies/L,Provincetown,MA,Barnstable,1/5/23
8/1/22,BioBot,Municipal,Fitchburg Public Works,Detected,1542197.711,4,copies/L,Fitchburg,MA,Worcester,1/5/23
12/20/22,BioBot,Municipal,Haverhill WWTP,Detected,1703371.221,3,copies/L,Haverhill,MA,Essex,1/5/23
10/24/22,BioBot,Municipal,Wareham WPCF,Detected,1613289.297,4,copies/L,Wareham,MA,Plymouth,1/5/23
10/7/21,BioBot,Municipal,Brockton/ Abington,Detected,430184.968,3,copies/L,Brockton,MA,Plymouth,1/5/23
6/30/21,BioBot,Municipal,Hull WWTF,Detected,50652.62233,2,copies/L,Hull,MA,Plymouth,1/5/23
10/21/22,BioBot,Municipal,S.Deerfield WWTP,Detected,730307.6899,3,copies/L,Deerfield,MA,Franklin,1/5/23
1/12/22,BioBot,Municipal,Pittsfield WWTP,Detected,2991598.773,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/5/22,BioBot,Municipal,MWRA Northern,Detected,675176.0534,3,copies/L,Winthrop,MA,Suffolk,1/5/23
6/10/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,561938.8582,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/4/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,2728148.407,1,copies/L,North Andover,MA,Essex,1/5/23
5/12/20,BioBot,Municipal,South Hadley Div. of WPC,Detected,85863.24285,1,copies/L,Chicopee,MA,Hampden,1/5/23
9/5/22,BioBot,Municipal,Fall River WWTP,Detected,735250.922,4,copies/L,Fall River,MA,Bristol,1/5/23
1/2/22,BioBot,Municipal,Haverhill WWTP,Detected,10068075.62,3,copies/L,Haverhill,MA,Essex,1/5/23
2/12/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,226283.0972,4,copies/L,Salem,MA,Essex,1/5/23
7/6/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1506266.197,2,copies/L,Billerica,MA,Middlesex,1/5/23
7/27/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1183893.248,2,copies/L,Billerica,MA,Middlesex,1/5/23
1/8/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,959453.6193,3,copies/L,Provincetown,MA,Barnstable,1/5/23
1/5/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,7076040.384,4,copies/L,Salem,MA,Essex,1/5/23
10/5/22,BioBot,Municipal,Greenfield WPCF,Detected,3357545.033,2,copies/L,Greenfield,MA,Franklin,1/5/23
4/12/22,BioBot,Municipal,Hull WWTF,Detected,816218.0472,3,copies/L,Hull,MA,Plymouth,1/5/23
8/22/22,BioBot,Municipal,Grafton Headworks,Detected,2019545.689,2,copies/L,South Grafton,MA,Middlesex,1/5/23
12/12/22,BioBot,Municipal,Athol WWTP,Detected,905284.1883,4,copies/L,Athol,MA,Worcester,1/5/23
10/24/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,865287.9617,4,copies/L,Salem,MA,Essex,1/5/23
11/14/22,BioBot,Municipal,Billerica Treatment Plant,Detected,814376.4662,3,copies/L,Billerica,MA,Middlesex,1/5/23
8/3/20,BioBot,Municipal,Surfside WTF,Detected,4837.590785,1,copies/L,Nantucket,MA,Nantucket,1/5/23
10/31/22,BioBot,Municipal,MFN Regional Wastewater District,Detected,764594.3201,2,copies/L,Norton,MA,Bristol,1/5/23
9/26/22,BioBot,Municipal,Wareham WPCF,Detected,1383839.426,2,copies/L,Wareham,MA,Plymouth,1/5/23
6/30/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,1754.509018,2,copies/L,Chicopee,MA,Hampden,1/5/23
6/22/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,419443.6093,4,copies/L,Chicopee,MA,Hampden,1/5/23
8/19/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,674838.1951,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/1/22,BioBot,Municipal,Pittsfield WWTP,Detected,1605772.948,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/21/22,BioBot,Municipal,MFN Regional Wastewater District,Detected,797091.0183,2,copies/L,Norton,MA,Bristol,1/5/23
9/26/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1607677.345,1,copies/L,Lowell,MA,Middlesex,1/5/23
6/22/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,727652.8366,4,copies/L,Salem,MA,Essex,1/5/23
12/16/20,BioBot,Municipal,Northampton WWTP,Detected,270607.3202,1,copies/L,Northampton,MA,Hampshire,1/5/23
12/8/22,BioBot,Municipal,Brockton/ Abington,Detected,1859456.119,4,copies/L,Brockton,MA,Plymouth,1/5/23
8/17/22,BioBot,Municipal,Greenfield WPCF,Detected,874103.6981,3,copies/L,Greenfield,MA,Franklin,1/5/23
1/9/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,4176689.949,4,copies/L,Salem,MA,Essex,1/5/23
11/22/21,BioBot,Municipal,Pittsfield WWTP,Detected,1023262.338,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/31/22,BioBot,Municipal,Fitchburg Public Works,Detected,1523480.611,4,copies/L,Fitchburg,MA,Worcester,1/5/23
9/13/22,BioBot,Municipal,Leominster Headworks,Detected,3000528.514,2,copies/L,Leominster,MA,Worcester,1/5/23
10/5/21,BioBot,Municipal,Brockton/ Abington,Detected,540951.7936,3,copies/L,Brockton,MA,Plymouth,1/5/23
6/27/22,BioBot,Municipal,Grafton Headworks,Detected,672481.7573,3,copies/L,South Grafton,MA,Middlesex,1/5/23
11/7/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,777839.6517,3,copies/L,Salem,MA,Essex,1/5/23
11/4/22,BioBot,Municipal,Billerica Treatment Plant,Detected,907160.1544,3,copies/L,Billerica,MA,Middlesex,1/5/23
1/23/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,3229009.365,4,copies/L,Worcester,MA,Worcester,1/5/23
7/12/22,BioBot,Municipal,North Brookfield WWTP,Detected,400397.3755,2,copies/L,North Brookfield,MA,Worcester,1/5/23
11/12/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,1036687.83,3,copies/L,Chicopee,MA,Hampden,1/5/23
10/2/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1541704.091,4,copies/L,Salem,MA,Essex,1/5/23
7/12/22,BioBot,Municipal,Hull WWTF,Detected,1157664.744,3,copies/L,Hull,MA,Plymouth,1/5/23
6/28/22,BioBot,Municipal,North Brookfield WWTP,Detected,490957.8827,2,copies/L,North Brookfield,MA,Worcester,1/5/23
9/13/22,BioBot,Municipal,North Brookfield WWTP,Detected,2356312.94,2,copies/L,North Brookfield,MA,Worcester,1/5/23
9/27/21,BioBot,Municipal,Hull WWTF,Detected,1044301.988,3,copies/L,Hull,MA,Plymouth,1/5/23
8/1/22,BioBot,Municipal,Grafton Headworks,Detected,1961392.864,2,copies/L,South Grafton,MA,Middlesex,1/5/23
4/4/22,BioBot,Municipal,Fitchburg Public Works,Detected,266655.0584,2,copies/L,Fitchburg,MA,Worcester,1/5/23
3/9/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,168228.2727,3,copies/L,Worcester,MA,Worcester,1/5/23
10/24/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1264375.428,4,copies/L,Chicopee,MA,Hampden,1/5/23
8/31/22,BioBot,Municipal,Chicopee WPC,Detected,466612.6492,2,copies/L,Chicopee,MA,Hampden,1/5/23
4/23/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,849338.2577,4,copies/L,Salem,MA,Essex,1/5/23
3/31/22,BioBot,Municipal,Pittsfield WWTP,Detected,267313.1695,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/5/21,BioBot,Municipal,Haverhill WWTP,Detected,17614.17774,2,copies/L,Haverhill,MA,Essex,1/5/23
7/12/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,909820.8487,4,copies/L,Salem,MA,Essex,1/5/23
8/24/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1380607.352,2,copies/L,Billerica,MA,Middlesex,1/5/23
11/30/22,BioBot,Municipal,Grafton Headworks,Detected,1001289.047,2,copies/L,South Grafton,MA,Middlesex,1/5/23
9/8/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1160838.326,4,copies/L,Salem,MA,Essex,1/5/23
7/29/21,BioBot,Municipal,Athol WWTP,Detected,184624.2268,1,copies/L,Athol,MA,Worcester,1/5/23
12/19/22,BioBot,Municipal,Lowell Regional WWTF,Detected,2611512.153,2,copies/L,Lowell,MA,Middlesex,1/5/23
10/18/22,BioBot,Municipal,Hull WWTF,Detected,3947074.57,2,copies/L,Hull,MA,Plymouth,1/5/23
12/3/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1598891.444,2,copies/L,Salem,MA,Essex,1/5/23
4/27/21,BioBot,Municipal,Surfside WTF,Detected,272292.9362,1,copies/L,Nantucket,MA,Nantucket,1/5/23
3/13/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,175557.0338,3,copies/L,Worcester,MA,Worcester,1/5/23
12/28/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1427110.905,3,copies/L,Chicopee,MA,Hampden,1/5/23
5/5/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1648631.642,3,copies/L,Provincetown,MA,Barnstable,1/5/23
7/6/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,736997.2925,1,copies/L,Plymouth,MA,Plymouth,1/5/23
1/24/22,BioBot,Municipal,Pittsfield WWTP,Detected,2276602.487,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
5/18/22,BioBot,Municipal,Greenfield WPCF,Detected,705864.1073,1,copies/L,Greenfield,MA,Franklin,1/5/23
8/9/22,BioBot,Municipal,Hull WWTF,Detected,1251320.254,3,copies/L,Hull,MA,Plymouth,1/5/23
6/12/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,955071.3781,4,copies/L,Salem,MA,Essex,1/5/23
1/24/22,BioBot,Municipal,Surfside WTF,Detected,2043789.777,2,copies/L,Nantucket,MA,Nantucket,1/5/23
12/12/21,BioBot,Municipal,Haverhill WWTP,Detected,1370679.299,3,copies/L,Haverhill,MA,Essex,1/5/23
6/24/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,660507.0658,4,copies/L,Salem,MA,Essex,1/5/23
7/8/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,754371.2604,4,copies/L,Chicopee,MA,Hampden,1/5/23
8/1/22,BioBot,Municipal,Pittsfield WWTP,Detected,646508.0678,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
4/12/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1134015.643,3,copies/L,Provincetown,MA,Barnstable,1/5/23
2/18/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,172319.5533,4,copies/L,Salem,MA,Essex,1/5/23
1/30/22,BioBot,Municipal,Brockton/ Abington,Detected,840954.8671,3,copies/L,Brockton,MA,Plymouth,1/5/23
11/27/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1293450.77,2,copies/L,North Andover,MA,Essex,1/5/23
12/7/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1432503.726,4,copies/L,Salem,MA,Essex,1/5/23
12/27/22,BioBot,Municipal,Hull WWTF,Detected,2885852.187,3,copies/L,Hull,MA,Plymouth,1/5/23
3/16/22,BioBot,Municipal,Pittsfield WWTP,Detected,204020.7414,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/26/22,BioBot,Municipal,Lowell Regional WWTF,Detected,950741.4845,2,copies/L,Lowell,MA,Middlesex,1/5/23
11/1/22,BioBot,Municipal,S.Deerfield WWTP,Detected,1003123.402,3,copies/L,Deerfield,MA,Franklin,1/5/23
12/13/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,389984.7927,1,copies/L,Provincetown,MA,Barnstable,1/5/23
6/27/22,BioBot,Municipal,Pittsfield WWTP,Detected,511613.1767,5,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/23/22,BioBot,Municipal,Fall River WWTP,Detected,798102.1999,4,copies/L,Fall River,MA,Bristol,1/5/23
10/31/22,BioBot,Municipal,Fall River WWTP,Detected,440164.7799,3,copies/L,Fall River,MA,Bristol,1/5/23
9/28/22,BioBot,Municipal,Northampton WWTP,Detected,1594129.303,1,copies/L,Northampton,MA,Hampshire,1/5/23
5/31/22,BioBot,Municipal,Surfside WTF,Detected,735852.9795,1,copies/L,Nantucket,MA,Nantucket,1/5/23
8/1/22,BioBot,Municipal,Chicopee WPC,Detected,1500068.791,2,copies/L,Chicopee,MA,Hampden,1/5/23
12/13/22,BioBot,Municipal,Douglas WWTP,Detected,1103444.246,2,copies/L,East Douglas,MA,Worcester,1/5/23
4/13/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,622889.0144,3,copies/L,Salem,MA,Essex,1/5/23
7/6/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1103346.124,4,copies/L,Salem,MA,Essex,1/5/23
