Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
9/1/22,BioBot,Municipal,North Brookfield WWTP,Detected,1490786.405,2,copies/L,North Brookfield,MA,Worcester,1/5/23
9/26/22,BioBot,Municipal,Uxbridge WWTF,Detected,1190231.783,2,copies/L,Uxbridge,MA,Worcester,1/5/23
7/29/20,BioBot,Municipal,MWRA Northern,Detected,34836.89414,6,copies/L,Winthrop,MA,Suffolk,1/5/23
8/11/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,938809.851,3,copies/L,Salem,MA,Essex,1/5/23
10/3/22,BioBot,Municipal,Douglas WWTP,Detected,3209018.084,3,copies/L,East Douglas,MA,Worcester,1/5/23
11/11/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,812106.0172,4,copies/L,Salem,MA,Essex,1/5/23
12/1/21,BioBot,Municipal,Haverhill WWTP,Detected,2512442.64,3,copies/L,Haverhill,MA,Essex,1/5/23
11/1/22,BioBot,Municipal,North Brookfield WWTP,Detected,1200824.078,2,copies/L,North Brookfield,MA,Worcester,1/5/23
6/16/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,93643.32609,2,copies/L,Worcester,MA,Worcester,1/5/23
5/30/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,642901.0915,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/7/22,BioBot,Municipal,Chicopee WPC,Detected,2300335.615,2,copies/L,Chicopee,MA,Hampden,1/5/23
12/20/22,BioBot,Municipal,North Brookfield WWTP,Detected,1150278.669,2,copies/L,North Brookfield,MA,Worcester,1/5/23
11/10/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,1297401.774,1,copies/L,Plymouth,MA,Plymouth,1/5/23
10/26/20,BioBot,Municipal,Surfside WTF,Detected,45833.75463,1,copies/L,Nantucket,MA,Nantucket,1/5/23
3/26/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,347962.9421,2,copies/L,Salem,MA,Essex,1/5/23
8/18/22,BioBot,Municipal,North Brookfield WWTP,Detected,413489.7458,2,copies/L,North Brookfield,MA,Worcester,1/5/23
11/15/22,BioBot,Municipal,Douglas WWTP,Detected,1399252.792,1,copies/L,East Douglas,MA,Worcester,1/5/23
7/17/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,3697586.495,1,copies/L,Provincetown,MA,Barnstable,1/5/23
7/18/22,BioBot,Municipal,Billerica Treatment Plant,Detected,548249.5184,3,copies/L,Billerica,MA,Middlesex,1/5/23
11/1/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,677263.506,4,copies/L,Salem,MA,Essex,1/5/23
11/8/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,465139.3717,1,copies/L,Provincetown,MA,Barnstable,1/5/23
2/17/21,BioBot,Municipal,Northampton WWTP,Detected,79681.77033,1,copies/L,Northampton,MA,Hampshire,1/5/23
3/20/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,209191.9043,3,copies/L,North Andover,MA,Essex,1/5/23
12/4/22,BioBot,Municipal,Haverhill WWTP,Detected,1426213.009,4,copies/L,Haverhill,MA,Essex,1/5/23
10/18/21,BioBot,Municipal,Brockton/ Abington,Detected,296326.9828,3,copies/L,Brockton,MA,Plymouth,1/5/23
11/29/21,BioBot,Municipal,Pittsfield WWTP,Detected,524298.3672,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
9/24/21,BioBot,Municipal,Hull WWTF,Detected,613754.5125,3,copies/L,Hull,MA,Plymouth,1/5/23
6/14/22,BioBot,Municipal,Hull WWTF,Detected,1042033.278,3,copies/L,Hull,MA,Plymouth,1/5/23
8/21/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,919466.9484,4,copies/L,Salem,MA,Essex,1/5/23
11/23/22,BioBot,Municipal,Greenfield WPCF,Detected,1377473.124,3,copies/L,Greenfield,MA,Franklin,1/5/23
12/12/22,BioBot,Municipal,Whitman,Detected,2320170.228,2,copies/L,Brockton,MA,Plymouth,1/5/23
2/4/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,383764.6126,4,copies/L,Salem,MA,Essex,1/5/23
12/18/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,2891402.443,4,copies/L,North Andover,MA,Essex,1/5/23
6/30/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,42774.67087,2,copies/L,North Andover,MA,Essex,1/5/23
8/16/22,BioBot,Municipal,New Bedford WWTF,Detected,464001.1096,2,copies/L,New Bedford,MA,Bristol,1/5/23
9/28/22,BioBot,Municipal,Uxbridge WWTF,Detected,1050942.641,2,copies/L,Uxbridge,MA,Worcester,1/5/23
10/21/22,BioBot,Municipal,MFN Regional Wastewater District,Detected,767303.2072,2,copies/L,Norton,MA,Bristol,1/5/23
9/14/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1156597.306,4,copies/L,Salem,MA,Essex,1/5/23
10/17/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1206542.602,1,copies/L,Billerica,MA,Middlesex,1/5/23
5/17/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,3080004.763,3,copies/L,Provincetown,MA,Barnstable,1/5/23
7/19/22,BioBot,Municipal,Douglas WWTP,Detected,269930.1124,2,copies/L,East Douglas,MA,Worcester,1/5/23
9/28/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,1195084.393,2,copies/L,Deerfield,MA,Franklin,1/5/23
3/29/21,BioBot,Municipal,Surfside WTF,Detected,639630.2259,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/7/22,BioBot,Municipal,Sunderland WWTP,Detected,926037.4632,1,copies/L,Sunderland,MA,Franklin,1/5/23
8/19/20,BioBot,Municipal,MWRA Northern,Detected,60949.50079,3,copies/L,Winthrop,MA,Suffolk,1/5/23
10/4/22,BioBot,Municipal,Leominster Headworks,Detected,2563393.803,2,copies/L,Leominster,MA,Worcester,1/5/23
10/12/21,BioBot,Municipal,Brockton/ Abington,Detected,403955.75,3,copies/L,Brockton,MA,Plymouth,1/5/23
10/23/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1529398.592,4,copies/L,North Andover,MA,Essex,1/5/23
9/12/22,BioBot,Municipal,Fitchburg Public Works,Detected,3103225.806,4,copies/L,Fitchburg,MA,Worcester,1/5/23
7/24/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1420786.543,4,copies/L,North Andover,MA,Essex,1/5/23
9/4/20,BioBot,Municipal,MWRA Northern,Detected,121835.38,3,copies/L,Winthrop,MA,Suffolk,1/5/23
12/19/22,BioBot,Municipal,Fitchburg Public Works,Detected,2132925.837,4,copies/L,Fitchburg,MA,Worcester,1/5/23
8/4/20,BioBot,Municipal,Pittsfield WWTP,Not Detected,0,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/19/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,83182.27892,2,copies/L,North Andover,MA,Essex,1/5/23
8/10/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,665889.4081,4,copies/L,Chicopee,MA,Hampden,1/5/23
1/15/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1984106.899,4,copies/L,Salem,MA,Essex,1/5/23
6/30/22,BioBot,Municipal,Brockton/ Abington,Detected,840376.6647,4,copies/L,Brockton,MA,Plymouth,1/5/23
11/18/22,BioBot,Municipal,Billerica Treatment Plant,Detected,962714.7155,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/28/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,3032645.133,4,copies/L,Salem,MA,Essex,1/5/23
11/25/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1012247.235,4,copies/L,Salem,MA,Essex,1/5/23
7/8/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1268296.503,3,copies/L,Billerica,MA,Middlesex,1/5/23
8/19/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1013421.836,4,copies/L,Salem,MA,Essex,1/5/23
12/16/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1575532.642,4,copies/L,Chicopee,MA,Hampden,1/5/23
2/8/21,BioBot,Municipal,Surfside WTF,Detected,185768.8434,1,copies/L,Nantucket,MA,Nantucket,1/5/23
8/24/22,BioBot,Municipal,Uxbridge WWTF,Detected,1267746.334,3,copies/L,Uxbridge,MA,Worcester,1/5/23
4/15/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,530141.4291,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/27/22,BioBot,Municipal,Fitchburg Public Works,Detected,2015238.364,3,copies/L,Fitchburg,MA,Worcester,1/5/23
10/27/22,BioBot,Municipal,Brockton/ Abington,Detected,698196.7383,4,copies/L,Brockton,MA,Plymouth,1/5/23
11/28/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,2018870.74,2,copies/L,North Andover,MA,Essex,1/5/23
11/29/22,BioBot,Municipal,Amherst WWTP,Detected,1446948.4,1,copies/L,Hadley,MA,Hampshire,1/5/23
11/15/22,BioBot,Municipal,Hadley WWTP,Detected,222743.1335,2,copies/L,Chicopee,MA,Hampden,1/5/23
5/8/22,BioBot,Municipal,Brockton/ Abington,Detected,677332.1202,4,copies/L,Brockton,MA,Plymouth,1/5/23
6/21/22,BioBot,Municipal,Chicopee WPC,Detected,556067.0405,2,copies/L,Chicopee,MA,Hampden,1/5/23
6/26/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1498748.961,4,copies/L,Salem,MA,Essex,1/5/23
3/13/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,140741.1144,3,copies/L,North Andover,MA,Essex,1/5/23
10/24/22,BioBot,Municipal,Athol WWTP,Detected,349949.8658,1,copies/L,Athol,MA,Worcester,1/5/23
8/26/22,BioBot,Municipal,Greenfield WPCF,Detected,493895.7045,2,copies/L,Greenfield,MA,Franklin,1/5/23
11/17/21,BioBot,Municipal,Billerica Treatment Plant,Detected,889124.9659,3,copies/L,Billerica,MA,Middlesex,1/5/23
11/1/22,BioBot,Municipal,Hull WWTF,Detected,456259.3628,3,copies/L,Hull,MA,Plymouth,1/5/23
9/6/22,BioBot,Municipal,Wareham WPCF,Detected,1135039.624,3,copies/L,Wareham,MA,Plymouth,1/5/23
9/16/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1638182.194,4,copies/L,Salem,MA,Essex,1/5/23
9/27/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,1082847.858,1,copies/L,Plymouth,MA,Plymouth,1/5/23
8/19/20,BioBot,Municipal,MWRA Southern,Detected,30688.78417,3,copies/L,Winthrop,MA,Suffolk,1/5/23
12/5/22,BioBot,Municipal,Uxbridge WWTF,Detected,1519314.349,4,copies/L,Uxbridge,MA,Worcester,1/5/23
8/23/22,BioBot,Municipal,Douglas WWTP,Detected,1017331.797,2,copies/L,East Douglas,MA,Worcester,1/5/23
4/23/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1008949.682,4,copies/L,Salem,MA,Essex,1/5/23
2/14/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,369176.7727,3,copies/L,Chicopee,MA,Hampden,1/5/23
8/13/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,879949.2164,4,copies/L,Salem,MA,Essex,1/5/23
5/16/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1592149.104,3,copies/L,Billerica,MA,Middlesex,1/5/23
8/11/22,BioBot,Municipal,Brockton/ Abington,Detected,1401931.046,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/21/21,BioBot,Municipal,Surfside WTF,Detected,97076.34052,1,copies/L,Nantucket,MA,Nantucket,1/5/23
11/5/21,BioBot,Municipal,Hull WWTF,Detected,489219.5681,3,copies/L,Hull,MA,Plymouth,1/5/23
7/9/21,BioBot,Municipal,South Hadley Div. of WPC,Not Detected,0,1,copies/L,Chicopee,MA,Hampden,1/5/23
1/24/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1131810.964,3,copies/L,Chicopee,MA,Hampden,1/5/23
7/26/22,BioBot,Municipal,Douglas WWTP,Detected,1327004.403,2,copies/L,East Douglas,MA,Worcester,1/5/23
11/8/22,BioBot,Municipal,North Brookfield WWTP,Detected,1223773.481,2,copies/L,North Brookfield,MA,Worcester,1/5/23
3/6/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,147438.5635,3,copies/L,Worcester,MA,Worcester,1/5/23
9/14/22,BioBot,Municipal,Grafton Headworks,Detected,1001316.75,2,copies/L,South Grafton,MA,Middlesex,1/5/23
1/23/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1279095.007,2,copies/L,Salem,MA,Essex,1/5/23
11/14/22,BioBot,Municipal,Uxbridge WWTF,Detected,856821.4705,2,copies/L,Uxbridge,MA,Worcester,1/5/23
1/23/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,698440.7703,4,copies/L,Salem,MA,Essex,1/5/23
3/4/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,218680.6547,4,copies/L,Salem,MA,Essex,1/5/23
9/16/22,BioBot,Municipal,Greenfield WPCF,Detected,1277757.829,2,copies/L,Greenfield,MA,Franklin,1/5/23
9/5/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,0,3,copies/L,Deerfield,MA,Franklin,1/5/23
7/28/22,BioBot,Municipal,Brockton/ Abington,Detected,1398187.189,4,copies/L,Brockton,MA,Plymouth,1/5/23
7/12/21,BioBot,Municipal,Hull WWTF,Detected,12426.72208,3,copies/L,Hull,MA,Plymouth,1/5/23
7/18/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1220461.41,4,copies/L,Salem,MA,Essex,1/5/23
11/20/22,BioBot,Municipal,Haverhill WWTP,Detected,1076442.829,4,copies/L,Haverhill,MA,Essex,1/5/23
11/21/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,657080.209,4,copies/L,Chicopee,MA,Hampden,1/5/23
1/15/21,BioBot,Municipal,MWRA Southern,Detected,1408216.618,6,copies/L,Winthrop,MA,Suffolk,1/5/23
1/15/21,BioBot,Municipal,MWRA Southern,Detected,1377764.368,6,copies/L,Winthrop,MA,Suffolk,1/5/23
2/13/22,BioBot,Municipal,Haverhill WWTP,Detected,375747.0488,3,copies/L,Haverhill,MA,Essex,1/5/23
11/30/22,BioBot,Municipal,Sunderland WWTP,Detected,886369.2766,1,copies/L,Sunderland,MA,Franklin,1/5/23
11/2/22,BioBot,Municipal,Northampton WWTP,Detected,385544.0494,1,copies/L,Northampton,MA,Hampshire,1/5/23
1/18/22,BioBot,Municipal,Pittsfield WWTP,Detected,3283680.357,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/28/22,BioBot,Municipal,North Brookfield WWTP,Detected,768655.2183,2,copies/L,North Brookfield,MA,Worcester,1/5/23
10/12/21,BioBot,Municipal,Surfside WTF,Detected,87716.55996,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/14/22,BioBot,Municipal,Greenfield WPCF,Detected,1244255.339,2,copies/L,Greenfield,MA,Franklin,1/5/23
10/3/21,BioBot,Municipal,Haverhill WWTP,Detected,441477.5468,3,copies/L,Haverhill,MA,Essex,1/5/23
6/14/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,972366.4734,4,copies/L,Salem,MA,Essex,1/5/23
4/4/22,BioBot,Municipal,Athol WWTP,Detected,1216808.235,3,copies/L,Athol,MA,Worcester,1/5/23
12/24/21,BioBot,Municipal,SESD-Peabody Metering Station,Detected,2038595.447,3,copies/L,Salem,MA,Essex,1/5/23
8/8/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,999841.9715,4,copies/L,Chicopee,MA,Hampden,1/5/23
11/23/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,777547.8914,4,copies/L,Chicopee,MA,Hampden,1/5/23
4/3/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,557315.6376,4,copies/L,Salem,MA,Essex,1/5/23
8/17/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,0,3,copies/L,Deerfield,MA,Franklin,1/5/23
2/24/22,BioBot,Municipal,Brockton/ Abington,Detected,128308.2655,2,copies/L,Brockton,MA,Plymouth,1/5/23
10/26/22,BioBot,Municipal,Billerica Treatment Plant,Detected,871252.038,2,copies/L,Billerica,MA,Middlesex,1/5/23
3/6/22,BioBot,Municipal,Brockton/ Abington,Detected,125560.0195,3,copies/L,Brockton,MA,Plymouth,1/5/23
1/19/21,BioBot,Municipal,Pittsfield WWTP,Detected,277528.1604,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
6/14/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,82786.06451,2,copies/L,Worcester,MA,Worcester,1/5/23
5/6/21,BioBot,Municipal,MWRA Northern,Detected,89769.99103,6,copies/L,Winthrop,MA,Suffolk,1/5/23
5/6/21,BioBot,Municipal,MWRA Northern,Detected,87329.39697,6,copies/L,Winthrop,MA,Suffolk,1/5/23
3/28/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,554388.0036,3,copies/L,Salem,MA,Essex,1/5/23
10/14/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1736705.775,4,copies/L,Salem,MA,Essex,1/5/23
6/6/22,BioBot,Municipal,Chicopee WPC,Detected,679604.1168,3,copies/L,Chicopee,MA,Hampden,1/5/23
11/30/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,84229.68757,3,copies/L,Provincetown,MA,Barnstable,1/5/23
5/20/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1142596.891,3,copies/L,Billerica,MA,Middlesex,1/5/23
11/15/22,BioBot,Municipal,Leominster Headworks,Detected,641821.5986,2,copies/L,Leominster,MA,Worcester,1/5/23
11/14/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1169841.003,3,copies/L,Worcester,MA,Worcester,1/5/23
11/16/22,BioBot,Municipal,Grafton Headworks,Detected,335072.6279,2,copies/L,South Grafton,MA,Middlesex,1/5/23
2/14/22,BioBot,Municipal,Billerica Treatment Plant,Detected,249917.349,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/24/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1161506.1,3,copies/L,Salem,MA,Essex,1/5/23
11/17/22,BioBot,Municipal,Leominster Headworks,Detected,883254.4356,2,copies/L,Leominster,MA,Worcester,1/5/23
11/10/21,BioBot,Municipal,Wareham WPCF,Detected,19944.55283,1,copies/L,Wareham,MA,Plymouth,1/5/23
11/18/22,BioBot,Municipal,Greenfield WPCF,Detected,1147879.877,2,copies/L,Greenfield,MA,Franklin,1/5/23
12/28/22,BioBot,Municipal,Billerica Treatment Plant,Detected,2948930.025,1,copies/L,Billerica,MA,Middlesex,1/5/23
4/11/22,BioBot,Municipal,Pittsfield WWTP,Detected,441505.9242,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
5/18/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1152454.159,3,copies/L,Salem,MA,Essex,1/5/23
8/31/22,BioBot,Municipal,Montague Clean Water Facility,Detected,780589.8806,2,copies/L,Montague,MA,Franklin,1/5/23
11/28/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,947394.4293,3,copies/L,Chicopee,MA,Hampden,1/5/23
6/12/22,BioBot,Municipal,Fall River WWTP,Detected,516194.0387,4,copies/L,Fall River,MA,Bristol,1/5/23
6/27/22,BioBot,Municipal,Uxbridge WWTF,Detected,664468.1759,4,copies/L,Uxbridge,MA,Worcester,1/5/23
10/20/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1417608.18,4,copies/L,Salem,MA,Essex,1/5/23
7/4/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1133412.778,4,copies/L,Salem,MA,Essex,1/5/23
12/6/22,BioBot,Municipal,Hull WWTF,Detected,1353843.563,1,copies/L,Hull,MA,Plymouth,1/5/23
11/9/20,BioBot,Municipal,South Hadley Div. of WPC,Detected,376490.1955,1,copies/L,Chicopee,MA,Hampden,1/5/23
11/18/22,BioBot,Municipal,MFN Regional Wastewater District,Detected,673677.2377,2,copies/L,Norton,MA,Bristol,1/5/23
10/4/21,BioBot,Municipal,Pittsfield WWTP,Detected,379920.8181,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
3/9/22,BioBot,Municipal,Billerica Treatment Plant,Detected,164032.5274,3,copies/L,Billerica,MA,Middlesex,1/5/23
10/17/22,BioBot,Municipal,S.Deerfield WWTP,Detected,2574072.713,3,copies/L,Deerfield,MA,Franklin,1/5/23
1/30/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1508078.492,3,copies/L,North Andover,MA,Essex,1/5/23
7/10/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1429683.498,1,copies/L,Provincetown,MA,Barnstable,1/5/23
8/2/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,254873.2917,2,copies/L,Worcester,MA,Worcester,1/5/23
5/20/21,BioBot,Municipal,MWRA Northern,Detected,50665.73824,5,copies/L,Winthrop,MA,Suffolk,1/5/23
5/20/21,BioBot,Municipal,MWRA Northern,Detected,47763.97079,5,copies/L,Winthrop,MA,Suffolk,1/5/23
5/20/21,BioBot,Municipal,MWRA Northern,Detected,51071.17927,5,copies/L,Winthrop,MA,Suffolk,1/5/23
5/20/21,BioBot,Municipal,MWRA Northern,Detected,48169.41182,5,copies/L,Winthrop,MA,Suffolk,1/5/23
12/2/21,BioBot,Municipal,Brockton/ Abington,Detected,2515491.135,3,copies/L,Brockton,MA,Plymouth,1/5/23
2/8/22,BioBot,Municipal,Hull WWTF,Detected,3200954.973,3,copies/L,Hull,MA,Plymouth,1/5/23
6/28/21,BioBot,Municipal,Haverhill WWTP,Detected,38608.73493,2,copies/L,Haverhill,MA,Essex,1/5/23
3/17/22,BioBot,Municipal,Brockton/ Abington,Detected,110936.2167,3,copies/L,Brockton,MA,Plymouth,1/5/23
8/22/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,0,3,copies/L,Deerfield,MA,Franklin,1/5/23
12/20/22,BioBot,Municipal,Sunderland WWTP,Detected,1953354.896,2,copies/L,Sunderland,MA,Franklin,1/5/23
9/6/22,BioBot,Municipal,New Bedford WWTF,Detected,458176.282,2,copies/L,New Bedford,MA,Bristol,1/5/23
4/22/20,BioBot,Municipal,South Hadley Div. of WPC,Detected,585686.0336,1,copies/L,Chicopee,MA,Hampden,1/5/23
10/26/22,BioBot,Municipal,Greenfield WPCF,Detected,1569652.073,2,copies/L,Greenfield,MA,Franklin,1/5/23
10/15/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,388214.2109,3,copies/L,Chicopee,MA,Hampden,1/5/23
3/21/22,BioBot,Municipal,Pittsfield WWTP,Detected,198988.1675,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
2/20/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,250800.781,4,copies/L,Salem,MA,Essex,1/5/23
12/23/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,4129599.711,4,copies/L,Salem,MA,Essex,1/5/23
10/5/20,BioBot,Municipal,MWRA Southern,Detected,66950.49526,3,copies/L,Winthrop,MA,Suffolk,1/5/23
11/16/22,BioBot,Municipal,Greenfield WPCF,Detected,1264062.759,2,copies/L,Greenfield,MA,Franklin,1/5/23
3/20/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,181901.5642,3,copies/L,Worcester,MA,Worcester,1/5/23
12/14/20,BioBot,Municipal,Surfside WTF,Detected,1111939.053,1,copies/L,Nantucket,MA,Nantucket,1/5/23
3/31/20,BioBot,Municipal,MWRA Northern,Detected,174782.3437,4,copies/L,Winthrop,MA,Suffolk,1/5/23
1/14/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,2398034.881,3,copies/L,Chicopee,MA,Hampden,1/5/23
9/19/22,BioBot,Municipal,Uxbridge WWTF,Detected,1941082.942,3,copies/L,Uxbridge,MA,Worcester,1/5/23
5/19/22,BioBot,Municipal,Pittsfield WWTP,Detected,999367.9049,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/19/22,BioBot,Municipal,Uxbridge WWTF,Detected,1901153.897,3,copies/L,Uxbridge,MA,Worcester,1/5/23
1/7/22,BioBot,Municipal,Pittsfield WWTP,Detected,2933595.701,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/9/22,BioBot,Municipal,Billerica Treatment Plant,Detected,784083.9683,3,copies/L,Billerica,MA,Middlesex,1/5/23
9/30/20,BioBot,Municipal,MWRA Southern,Detected,56109.35104,4,copies/L,Winthrop,MA,Suffolk,1/5/23
11/19/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,413261.7843,3,copies/L,Chicopee,MA,Hampden,1/5/23
8/28/22,BioBot,Municipal,Brockton/ Abington,Detected,1414229.175,4,copies/L,Brockton,MA,Plymouth,1/5/23
11/25/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,148587.7868,3,copies/L,Provincetown,MA,Barnstable,1/5/23
4/21/20,BioBot,Municipal,MWRA Southern,Detected,173783.1752,3,copies/L,Winthrop,MA,Suffolk,1/5/23
5/4/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,949623.3888,4,copies/L,Chicopee,MA,Hampden,1/5/23
11/28/22,BioBot,Municipal,S.Deerfield WWTP,Detected,553817.3593,3,copies/L,Deerfield,MA,Franklin,1/5/23
8/2/22,BioBot,Municipal,North Brookfield WWTP,Detected,906988.4481,2,copies/L,North Brookfield,MA,Worcester,1/5/23
8/16/21,BioBot,Municipal,Wareham WPCF,Detected,249996.5531,2,copies/L,Wareham,MA,Plymouth,1/5/23
11/7/22,BioBot,Municipal,Grafton Headworks,Detected,857154.3855,2,copies/L,South Grafton,MA,Middlesex,1/5/23
12/19/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,3439552.726,3,copies/L,North Andover,MA,Essex,1/5/23
8/14/20,BioBot,Municipal,MWRA Northern,Detected,59569.48701,3,copies/L,Winthrop,MA,Suffolk,1/5/23
12/8/22,BioBot,Municipal,Leominster Headworks,Detected,1566632.137,2,copies/L,Leominster,MA,Worcester,1/5/23
8/18/21,BioBot,Municipal,Billerica Treatment Plant,Detected,154487.8549,2,copies/L,Billerica,MA,Middlesex,1/5/23
7/4/22,BioBot,Municipal,Fall River WWTP,Detected,241713.5528,3,copies/L,Fall River,MA,Bristol,1/5/23
